index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
4111,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,3.937911033630371,,determine range,reVLAT_Viz+NoChoices,Gemini
5712,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.926259041,,determine range,reVLAT_Viz+NoChoices,Gemini
4536,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.878738403320313,,determine range,reVLAT_Viz+NoChoices,Gemini
1174,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.170942068099976,,determine range,reVLAT_Viz+NoChoices,Gemini
549,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.145089149475098,,determine range,reVLAT_Viz+NoChoices,Gemini
5369,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,4.647766590118408,,determine range,reVLAT_Viz+NoChoices,Gemini
5767,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.177600145339966,,determine range,reVLAT_Viz+NoChoices,Gemini
4645,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.060517311096191,,determine range,reVLAT_Viz+NoChoices,Gemini
6262,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, Volatile.,4.000264406204224,,determine range,reVLAT_Viz+NoChoices,Gemini
2909,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.087357283,,determine range,reVLAT_Viz+NoChoices,Gemini
3036,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,4.1126673221588135,,determine range,reVLAT_Viz+NoChoices,Gemini
3087,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.267797946929932,,determine range,reVLAT_Viz+NoChoices,Gemini
5689,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7567508220672607,,determine range,reVLAT_Viz+NoChoices,Gemini
2615,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.564673662185669,,determine range,reVLAT_Viz+NoChoices,Gemini
5433,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.723135471343994,,determine range,reVLAT_Viz+NoChoices,Gemini
3706,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.9347219467163086,,determine range,reVLAT_Viz+NoChoices,Gemini
6131,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.795659542,,determine range,reVLAT_Viz+NoChoices,Gemini
4326,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.4210145473480225,,determine range,reVLAT_Viz+NoChoices,Gemini
4528,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.8660531044006334,,determine range,reVLAT_Viz+NoChoices,Gemini
5299,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.956129550933838,,determine range,reVLAT_Viz+NoChoices,Gemini
5792,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.445030689239502,,determine range,reVLAT_Viz+NoChoices,Gemini
1364,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.091688394546509,,determine range,reVLAT_Viz+NoChoices,Gemini
4102,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.083245277404785,,determine range,reVLAT_Viz+NoChoices,Gemini
2710,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.2715115547180176,,determine range,reVLAT_Viz+NoChoices,Gemini
5896,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.9346940517425537,,determine range,reVLAT_Viz+NoChoices,Gemini
2635,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3331782817840576,,determine range,reVLAT_Viz+NoChoices,Gemini
5891,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.973457575,,determine range,reVLAT_Viz+NoChoices,Gemini
1563,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.814078330993652,,determine range,reVLAT_Viz+NoChoices,Gemini
4169,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.138587713241577,,determine range,reVLAT_Viz+NoChoices,Gemini
936,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.902812004089356,,determine range,reVLAT_Viz+NoChoices,Gemini
4447,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.243248224258423,,determine range,reVLAT_Viz+NoChoices,Gemini
5738,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.940948724746704,,determine range,reVLAT_Viz+NoChoices,Gemini
4001,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,5.118995428085327,,determine range,reVLAT_Viz+NoChoices,Gemini
4190,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.170579433441162,,determine range,reVLAT_Viz+NoChoices,Gemini
2092,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.095885992050171,,determine range,reVLAT_Viz+NoChoices,Gemini
1118,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.792303562164306,,determine range,reVLAT_Viz+NoChoices,Gemini
4813,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.137076377868652,,determine range,reVLAT_Viz+NoChoices,Gemini
5975,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.340173482894897,,determine range,reVLAT_Viz+NoChoices,Gemini
4794,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,4.948431491851807,,determine range,reVLAT_Viz+NoChoices,Gemini
977,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.8711941242218018,,determine range,reVLAT_Viz+NoChoices,Gemini
1047,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.1,4.124531984329224,,determine range,reVLAT_Viz+NoChoices,Gemini
507,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,4.380593061447144,,determine range,reVLAT_Viz+NoChoices,Gemini
4911,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?,57,4.083828449249268,,determine range,reVLAT_Viz+NoChoices,Gemini
1432,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.004514932632446,,determine range,reVLAT_Viz+NoChoices,Gemini
1488,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,4.321953058242798,,determine range,reVLAT_Viz+NoChoices,Gemini
3554,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,What is the range of the total length of the metro systems?, Large.,3.3485560417175293,,determine range,reVLAT_Viz+NoChoices,Gemini
5072,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,4.169943809509277,,determine range,reVLAT_Viz+NoChoices,Gemini
634,Scatterplot,3,What is the range in weight for the 85 males?,53.9 - 131.6kg,Determine Range,What is the range in weight for the 85 males?, Large,3.7573392391204834,,determine range,reVLAT_Viz+NoChoices,Gemini
5476,Area Chart,3,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,What was the range of the average price of a pound of coffee beans between January 2013 and December 2014?, 5.1-6.2,5.3095994,,determine range,reVLAT_Viz+NoChoices,Gemini
999,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, 55-65.,3.9907381534576416,,determine range,reVLAT_Viz+NoChoices,Gemini
3762,Bar Chart,3,What is the range of the average internet speed in Asia?,9.5 - 19 Mbps,Determine Range,What is the range of the average internet speed in Asia?, Large.,3.8200833797454834,,determine range,reVLAT_Viz+NoChoices,Gemini
4374,Line Chart,3,What was the price range of a barrel of oil in 2015?,$37.36-$63.73,Determine Range,What was the price range of a barrel of oil in 2015?, Volatile.,3.958737134933472,,determine range,reVLAT_Viz+NoChoices,Gemini
